,CYFZ_PBMC,FY2H_PBMC,FLWA_PBMC,X453W_PBMC,X684C_PBMC,CZJE_PBMC,X925L_PBMC,X9JD4_PBMC,G4YW_PBMC,X4DUY_PBMC,X36TS_PBMC,CR3L_PBMC
GPATCH3,18.529278,20.91168,22.05614,29.12028,27.56835,23.21928,15.72957,13.43375,16.59821,21.54064,22.18846,19.4051
NUDC,81.69708,88.177077,76.507873,87.090532,94.496572,94.09761,58.844932,54.3546,62.456278,62.17791,59.09856,68.124853
SLC9A1,4.047135,3.148707,5.406891,8.06432604,6.866098,4.813536,6.232103,5.68057,5.355647,4.879083,4.427487,4.343897
WDTC1,5.58853,5.587172517,7.42013,10.33012,4.257782,9.43883,4.132283,7.907331,7.005821,3.768842,5.821763,5.09009
TMEM222,45.49788191,30.6655771,40.03243488,47.04718987,62.977977,43.73973621,49.66479507,44.81679458,51.26178987,50.44556093,46.17032874,37.90918531
SYTL1,137.66874,76.78846,118.28952,133.61827,93.505763,106.18905,137.678777,112.52573,117.184565,129.72578,104.98676,85.078756
MAP3K6,2.423276,4.9946274,10.397687,16.046149,23.842968,7.965373,10.261879,10.025776,7.468444,4.177444434,4.7004652,10.470006
WASF2,120.844,131.2831,80.3605021,132.3306,117.7579,123.0584,92.4243,76.7199,66.0536,90.8189,93.2147,126.1374
AHDC1,2.082649,0.2557097,0.715782001,0.41071,0.446463,0.244407,1.5789936,1.747162,1.850784,0.392132,1.38071,0.210435001
FGR,455.49412,552.55427,508.66001,573.2108,415.9984,392.327222,469.35561,463.521698,595.58689,542.7883,575.856046,368.07977
IFI6,50.3502,115.9337,54.25731,44.57526,58.0775,52.49454,22.19158,81.19098,120.2089,35.193,44.94221,52.53686
FAM76A,22.63493,34.467668,24.78618703,29.094821,33.404624,26.108099,22.961339,18.926649,20.38546,19.366218,14.353803,25.283028
STX12,43.56721,49.558434,31.385696,33.83165,33.108755,51.797262,46.37843,41.603699,48.35248,48.45339,34.854212,40.762414
PPP1R8,23.0988,13.30773516,22.31465,20.5198658,19.940026,13.68466,12.68536,19.814173,20.279274,21.37411,11.26064,13.487138
THEMIS2,197.44221,292.595838,229.650124,248.085678,225.34187,203.238697,183.959223,222.804575,191.071986,184.717389,252.54166,233.666724
RPA2,106.630508,118.94575,133.034967,157.18147,137.69452,118.16429,101.081469,111.58916,110.51363,124.655,89.71512,77.462344
XKR8,15.7188,25.07852,25.2665,25.6946,14.8868,14.6709,21.50367,18.880945,18.6932,17.1393,17.01509,18.45137
EYA3,9.855537931,13.73186,11.88732986,14.1955048,13.16485,17.59555007,14.346381,13.152571,13.04139,14.9487067,16.832519,12.44238761
PTAFR,116.05791,224.50437,168.7361,180.5073,183.2536,174.03882,106.9262,125.99118,127.45267,125.08069,154.26256,135.20026
DNAJC8,142.055303,166.301765,168.705976,186.5232,161.79905,153.77664,107.846732,115.19951,133.190654,122.159205,125.207242,119.37301
SESN2,9.33676,8.35353,7.86392,14.014,14.5648,12.229,9.71841,12.1625,9.24926,11.9976,10.367,15.5858
MED18,13.443864,5.796768,10.77814002,6.156866763,5.34271,4.590866,10.43858,7.02642,12.367479,20.993357,2.760824,3.28656
PHACTR4,25.595929,21.990456,13.33415843,30.75125402,24.829386,26.949561,24.0258,24.190333,25.863969,20.658623,26.305782,26.10404425
RCC1,8.658407,8.11049215,17.481479,12.619892,15.056326,10.764664,12.805635,13.978834,17.891743,22.3208033,11.80242841,15.056269
TRNAU1AP,25.84817,23.20573,25.00877,23.737106,25.911657,23.528326,33.673831,36.80115,38.811185,31.55435,29.161391,31.043799
SNHG12,27.056977,21.50354523,28.172469,29.4885112,23.308903,31.863736,33.83878,36.423256,32.35076,30.299235,24.934524,28.702144
TAF12,71.60557,52.822968,42.365557,49.10893,59.652356,52.701921,48.33235,37.896073,34.83289,36.954307,40.38775,51.93152
GMEB1,13.059698,7.242429,9.529777,9.96446,14.99184506,19.24237,13.92298,19.85221,18.62357,21.51585,18.83440055,14.00826
YTHDF2,132.27163,124.1585,148.343508,157.5986,139.19084,149.39218,119.1795,103.79065,121.20387,118.48388,107.65415,145.84759
EPB41,53.78751868,53.35291049,38.86660706,52.00308424,38.25347168,37.26872254,47.051924,45.56115191,33.24843102,50.20664217,35.02583885,66.38751996
SRSF4,70.56119,64.666077,88.08846,88.60003,81.064672,65.8403,70.42058,66.836597,77.100589,81.91676,53.34151,64.282665
MECR,13.087438,14.133837,30.08869,23.945691,32.272157,22.60298401,17.72723651,16.857219,15.743171,15.692759,16.374969,23.199115
LAPTM5,1137.38681,1372.32211,1329.6492,1442.7255,1357.44819,1673.9754,1268.65862,1099.30259,1148.246932,1273.64577,1559.4122,1467.6338
PUM1,63.161773,89.886081,53.295358,100.912112,65.02305308,86.134479,63.594231,66.313188,58.965264,74.539265,71.66670001,94.250038
SNRNP40,80.88712,103.89176,101.836657,116.85994,132.1686,87.97729,60.8998786,82.156228,75.17903,77.14194,45.45283,65.998307
ZCCHC17,38.945404,48.380118,57.95092442,49.066464,48.21863,31.635,26.89598003,34.82557,28.684438,32.27101,23.48437,37.13809
SERINC2,1.495781,10.647782,1.991413,4.9129,2.64658,3.969298,1.415981,3.898123,3.863412,1.374129,3.1927932,2.51409
PEF1,95.67913,89.20719246,89.86841,103.58702,103.89667,91.318648,77.359683,99.886951,86.40886,85.528811,101.0473,96.14437
SPOCD1,8.4911307,3.320889,6.669613,2.1578837,2.02504,7.449583,4.692545,9.907866,1.8303644,3.244239005,1.106998,4.835339
PTP4A2,297.788293,270.954835,262.0769242,282.73628,241.13125,308.6717506,302.4144889,321.5175138,372.385844,319.0502778,357.5368086,345.773507
KHDRBS1,24.515412,20.36667,43.39481,24.941749,22.45924,35.231839,31.39432,34.62291,44.54288,45.665102,33.152714,17.31695
TMEM39B,26.73517,25.19198,25.72763,34.739372,30.585983,24.924723,26.793908,31.477216,21.193907,26.581391,26.53351,22.53449
KPNA6,36.45404,37.13296,31.2605,38.307823,27.97254,29.28383,43.740605,33.90814,31.84028787,35.634471,26.36167,35.10327
TXLNA,30.22183,28.10418,27.62011,34.91151,41.52192,25.585814,29.90962,24.47025,25.3779,34.20815,26.40124,26.72227
CCDC28B,7.983634,12.519623,12.67176,4.368717,10.323193,8.87682,10.31645632,13.36437,22.06553,10.87409,5.680277,11.931047
TMEM234,16.167965,14.459946,13.534885,9.241599,13.473195,15.595478,14.777015,21.581069,17.241449,17.49046,9.110082,12.48831
EIF3I,145.01693,129.0388,143.09734,174.39146,165.7403,169.1896,142.52548,129.7866,132.20573,175.127843,166.07942,129.34478
LCK,383.73893,306.754053,403.43379,512.5669,453.215333,272.083191,291.71502,369.922553,297.952269,384.883118,260.4391407,378.078725
HDAC1,185.70606,151.231202,162.93503,169.53232,187.126617,167.320424,216.0563816,160.65981,208.197801,254.34386,175.7240388,227.0579
MARCKSL1,8.33787,9.12275,8.09192,11.4025,7.48675,11.9442,10.3172,11.0731,10.4379,9.65971,12.632,15.0458
FAM229A,1.8704698,1.217071,1.45003,0.368634,4.503728,1.766888,2.197789,2.640542,3.21413,0.631087,1.534006,0.323425
BSDC1,55.390662,61.317136,67.1614323,76.575663,57.408499,51.606966,57.87083941,55.642286,51.359607,53.000314,46.667333,49.026607
ZBTB8A,0.691372,0.625195,0.827681,0.877907,0.811693,0.463347,0.98841,0.420069,0.780095,0.546206,0.51883,1.04538
ZBTB8OS,42.03531,38.464607,41.665177,34.139687,41.395896,34.027749,36.703691,37.28105,29.541598,25.073138,31.722073,31.465091
RBBP4,191.487048,212.988001,235.125515,205.894004,208.767611,196.219494,174.0397986,153.09936,172.994338,191.028063,147.016308,171.28232
S100PBP,20.007065,20.067757,16.72035,24.291006,27.134244,15.333199,26.962911,26.334439,20.40477,26.890226,14.064429,24.436041
RNF19B,7.15566,5.308218,7.74892,3.334335815,3.51907,7.74938,4.785155,3.921762,4.38175,4.269683863,5.946355,5.345608
AK2,103.077743,147.5017333,116.489956,131.241209,146.722513,122.5973047,108.226617,93.779063,96.224231,109.973487,83.57209,95.93753
TRIM62,5.997392,6.875275,5.356166,5.078135,5.320614,5.37111,7.2745,5.31024,5.155966,8.67354,6.008167,6.97301
ZNF362,7.275912,11.78631,12.370606,14.491314,10.27387,10.122289,10.046271,12.1508,8.442033,7.290417,6.80106,11.57479
PHC2,4.484571,4.392293,10.889212,10.797737,6.071763,9.192091,4.985178,8.185244,12.272065,6.880086545,7.563102,8.108972
SMIM12,65.548421,52.617674,37.22022,42.644632,62.918433,42.172974,73.576473,46.1625014,47.602291,47.153006,45.3481968,34.330353
DLGAP3,0.322067,0.337429,0.102032,0.232874,0.103199,0.203223,0.133678,0.211887,0.241973,0.2945,0.271683,0.104394
ZMYM6,16.70539301,35.685641,24.58027,26.568498,28.181172,25.25619077,22.89041,21.65455,17.991226,21.84247,16.334899,26.44814
ZMYM1,6.657251346,8.2385201,11.58763647,10.08779399,13.104884,5.95083303,13.193268,4.404144,9.197831,8.430396,3.802907033,7.87156695
SFPQ,100.396969,87.045538,156.5721,138.51666,97.740707,138.519219,77.71431,88.27469,93.220891,71.49268,134.19913,154.74608
ZMYM4,6.019613,16.470372,9.791334,6.645565,4.1628,14.46545,9.561634,7.454833,7.541991,8.459775,8.595221,13.034293
KIAA0319L,47.473876,39.870685,54.052305,54.736371,44.244429,60.6958953,48.91645385,42.39883,47.658747,47.598924,32.734191,43.35101
NCDN,10.99312,7.023082,11.039674,10.235851,10.773408,7.19572,9.047096,6.434553,9.151734,10.688084,10.892594,6.351243
PSMB2,47.06682,30.19233,33.48609,35.34707,36.84817,44.36887,33.55919,33.25112,33.92471,27.29632,38.78445,28.39864
C1orf216,6.77547,14.08891,15.99953,15.11437,15.78416,7.53903,20.75204,14.237403,11.65464,15.822454,7.84363,15.37054
CLSPN,0.469255,0.395539,0.702517,0.5697,2.202667,1.529866,0.695929,0.579639,0.51971,2.790198,1.51404,0.930862
AGO4,12.9374,12.8232,18.948,14.278377,18.4416,12.7344,18.29379,13.9291,16.0004,11.63357,12.14456,9.219143
AGO1,7.5734126,8.440552,8.6741512,8.89608,12.1623,7.96784,9.101023,6.75896,8.69623,8.15951,8.91087,9.503156
AGO3,12.481667,22.14931,12.802621,24.83044701,23.58836134,20.271968,22.731874,27.964,17.61696,19.31542,15.609768,21.539257
TRAPPC3,89.5604,95.833594,101.08358,101.717646,102.49984,106.590094,71.270675,82.356015,79.92593,73.801124,84.53457605,102.52694
MAP7D1,6.128979,5.298189,9.875138,6.776704,8.044395,4.535349,6.167736,10.95997282,8.466794,4.383929,9.094922,5.792681
THRAP3,72.974003,73.99931,52.093415,82.59827,76.423142,81.823142,71.49006,59.12676,69.440968,72.60374,56.88193,87.94517
STK40,15.314759,21.09196,25.356048,22.68875,14.79531,13.456128,20.481192,23.034809,25.37588709,23.59129757,21.199131,18.13122051
LSM10,61.228526,61.81233,57.811146,45.96638,62.347483,57.40773,67.44763,60.7832,73.76795,46.35637,49.258671,63.56721
MRPS15,43.26062,34.52526,37.5233,29.77652,31.635046,41.5643408,34.14322,29.765298,37.91481,29.3537,35.94266,34.35622
CSF3R,250.3327108,421.140603,479.36481,466.8959434,366.7337514,369.673,320.0706127,254.981659,388.937219,401.96141,362.6358512,496.25001
LINC01137,4.13396,2.70407,5.13532,5.61723,2.85061,3.87103,2.84716,4.00738,9.69668,5.85789,2.87571,3.33879
ZC3H12A,65.44133,36.90089,48.58388,50.01481,27.78649,55.32046,18.33482,14.095615,17.8155,19.75164,67.62445,74.79479
MEAF6,105.30289,86.465727,98.21913,130.02193,116.658804,111.52069,78.905776,79.037096,92.915962,82.22384,68.184824,82.61068
SNIP1,10.233779,10.87043,14.414783,13.703638,8.770673,18.13895,10.82475,11.19093,10.19431,8.1018726,15.577481,16.025166
GNL2,50.358381,65.072331,53.255805,81.14826,81.69526,64.616182,48.86382,38.435498,43.551197,46.237918,42.398588,47.20583
C1orf109,19.668954,6.495099,26.35528469,29.05227286,27.577699,11.8293723,27.615137,24.921035,13.8885177,24.9972509,13.522031,12.247938
CDCA8,2.86798,2.98248,1.073314,2.638732,5.89061,2.301143,4.598714,1.714898,3.44619,9.69995,1.03948,0.620191
YRDC,2.48304,2.23593,3.74867,3.90406,1.35652,3.36053,0.842953,7.09755,3.30469,1.08845,2.12839,4.10265
C1orf122,1.496216,0.566269,0.574177,1.516234,0.116527,1.232455,1.32587,1.379397,1.85215,3.701844,1.5586048,0.315381
MTF1,25.33026,17.57319,30.0547,19.17129,19.70975,28.6408,21.15541,14.46941,15.68182,27.06727,27.98456,19.39167
INPP5B,31.055558,22.672643,29.185341,23.887767,40.181527,26.278209,23.029899,21.33017001,24.920569,20.3540216,11.215754,22.527731
SF3A3,92.197978,102.819722,102.787798,118.11734,128.487807,84.766911,95.32271,90.24976,102.317891,86.42156,72.831857,92.13956
FHL3,24.0855622,23.64318,29.51399,19.42987,35.638248,20.22324,31.872383,32.68578,44.5282,63.541582,21.81792,28.1680555
RRAGC,5.595083,2.166632,6.261789,5.112881,7.95816,10.392975,6.507159,7.348702,6.676102,3.16834,5.649288,7.54169
MYCBP,56.43946,54.977943,42.527,50.221727,41.330629,50.29556,50.4744,54.41705,56.750178,66.511463,51.01321,44.48062
AKIRIN1,108.78914,94.317726,129.01943,135.27205,107.16342,103.0173,82.4743,85.000373,93.42297,107.18928,88.93996,107.5512
NDUFS5,32.7948,30.06878,62.8939,36.7455,38.31976,40.61891,42.12544,46.94129,55.4901,33.30788,40.8031,39.2526
MACF1,75.1573985,51.1055788,71.64233,58.27032702,61.40565017,75.16410134,100.0608117,86.93142645,110.3260646,78.90975071,64.35470901,78.18782167
PABPC4,62.920712,32.813815,86.78994,58.679138,65.156797,59.567856,45.416257,54.646774,50.1925392,38.58876701,61.10891226,48.233345
HPCAL4,2.763527,2.204002,1.47546,0.997703648,2.04671,3.155041,1.942084,1.992093,3.05206,5.01339,1.4102,1.70235
PPIE,62.04419,73.405891,58.27963,78.19532,75.165578,62.559908,44.300373,61.178726,44.733266,49.743115,34.946337,45.7019357
TRIT1,13.456858,6.75835,16.3365,9.406542,10.84826233,11.643048,11.75732,9.513475,15.264926,12.136469,10.431362,12.105877
MYCL,8.598014,22.483466,19.3603916,12.2276,9.90602,10.816254,16.44433,19.987197,21.03542,16.5910427,9.278352,8.424926
MFSD2A,10.679876,8.278246,8.511237,7.1854555,12.0183,5.07564,10.54718705,7.36041,10.558065,8.2298207,5.702010386,9.988109
CAP1,843.0673843,1134.571723,1061.955005,1147.236375,944.484181,796.624667,746.970473,720.39886,706.29169,885.845852,764.089813,883.599457
PPT1,427.793879,840.0163,438.28667,677.55493,603.0284,444.771931,406.834668,380.280654,327.022435,446.3231,430.081738,499.96306
RLF,4.08914,7.10023,2.20722,7.01914,7.81769,13.0892,8.38666,7.50369,8.22652,8.74209,9.04371,13.4126
ZMPSTE24,26.08696,34.302781,35.74372,30.12188,38.748206,27.204819,29.63556,24.989677,26.248464,26.14484,27.059022,27.47409
COL9A2,0.789472,0.628836,2.402505,2.932131,7.606111,1.264019,2.04566,4.371733,3.20885,0.6943258,1.174193,0.977145276
SMAP2,152.152526,142.17033,196.60613,152.02978,121.556288,118.58084,95.97022,160.911756,165.4682,137.4197017,124.1737,211.87561
ZFP69B,1.818901,0.973056,0.808465,1.10989,3.32321,1.304197,2.04933,0.917787,3.451096,1.768004,0.231083,0.760319
ZFP69,1.874567,1.16148,5.9354,4.35475,3.88189,1.292561,1.202078,2.373598,2.637618,5.52004,1.636149,0.124754
EXO5,17.40017,14.724624,15.161494,21.3743466,21.1941974,12.520245,11.738499,12.876519,18.344757,19.72546002,10.045567,14.762712
ZNF684,8.827628,4.635835,5.097155004,7.12061,9.87134,5.4995416,7.813782713,6.527977,6.31107,5.999511,5.1448268,6.367876
RIMS3,0.611511,0.0248909,0.0366919,0.707041,0.370939,0.400753,0.076899703,0.541755,0.742526,0.186873,0.426254,0.30004
NFYC,54.771366,60.889651,68.5677217,73.60147,72.77012,74.631801,77.615919,78.975589,95.13893768,84.6981055,80.523741,77.955312
CTPS1,27.220922,33.01262,25.128348,31.88492,29.17183,25.247232,24.072012,19.564567,22.140927,29.508039,30.212356,37.58216
SCMH1,4.701632003,5.071969,5.99286348,7.5832138,11.20319871,10.178995,10.492991,11.18842936,14.37973174,6.112379002,5.081494,4.383725
HIVEP3,11.2184979,18.18260571,13.5480878,12.82738375,12.33682002,4.34601264,8.017690036,13.41194446,10.92990453,8.78963,9.496932,6.304398001
FOXJ3,38.9236023,30.50739061,35.2084591,40.563976,32.425841,19.048295,57.73907656,27.121666,42.489269,50.31391821,23.08481,53.27604703
PPCS,123.410085,169.77616,119.244347,145.90034,183.735195,151.195837,108.079661,108.6572,124.46418,109.65786,103.76327,123.83965
CCDC30,1.8823429,3.1554823,6.2905171,3.3248937,7.957068,2.90908,6.1573646,1.518411,5.454860002,4.753205,3.017457,4.1073036
PPIH,21.11301,14.69549,14.0219,16.8575559,12.17912,21.795315,18.931495,25.489855,25.53147,25.116888,15.97433,15.91187
YBX1,46.7207,53.00022,90.93104,68.434724,62.652191,82.131716,45.99918,74.8195,65.29576,52.923825,75.19233,69.79184
C1orf50,14.03337,6.648923,13.2458,9.687464,12.763784,5.90093,9.88226,8.984465,15.057357,10.66926,7.31925,15.29021
ERMAP,7.285265,11.539458,7.420370939,6.1268179,4.852832,7.6013003,6.33661,7.630390963,6.053029243,9.75364176,8.818442,9.909657
ZNF691,12.541673,4.22663,6.73709429,4.664927,7.329643,2.6671979,14.865344,10.83979836,18.37476201,13.72452,3.5046453,5.2962628
SLC2A1,31.620179,28.20307,35.677827,41.327964,37.45633,36.356867,44.812411,36.989203,35.328479,47.53149,31.661544,49.865458
EBNA1BP2,32.93237004,36.337817,36.638605,34.023101,44.058342,35.281644,27.571543,34.350072,24.594062,31.85754,32.535977,33.632325
CDC20,1.027373,0.602202,6.231266,0.874154,14.56952,5.264337,0.8515617,0.792332,3.08782,18.1185,4.784401,1.670862
ELOVL1,196.007875,217.4426701,204.5387191,227.3773679,201.9635501,131.4001445,134.844462,166.2590068,142.16079,154.573818,146.818018,122.96126
MED8,39.163647,45.39444,36.67084,44.79273,42.73907,32.071927,42.825877,47.15904,41.5116,44.30259,23.840145,38.55113
SZT2,23.220651,23.49713239,21.875531,15.9514809,23.596345,20.678927,35.411397,42.507043,38.6612441,24.581146,18.228431,24.013215
HYI,3.712451,1.181987275,6.60843,5.03144,1.997697,2.40719775,4.4918986,3.767558,6.9163464,4.183203,4.299547,4.473164
KDM4A,16.43812,10.69663,9.320345,11.914212,17.52384,14.06636,17.35737,17.10952,12.123543,17.79291,13.35145,11.07844
ST3GAL3,14.557542,8.760729,9.282147,13.2646551,13.85361424,9.212343528,19.280959,15.98760421,10.2755714,12.41949108,12.0967101,9.94536371
IPO13,3.5021446,6.31809,12.1002729,17.179884,10.90043,4.27405,10.850351,9.216688,10.87842,22.325332,3.57559,17.729416
DPH2,29.22831313,27.42754,28.43075544,40.27027,46.228967,28.137747,41.878403,39.060649,28.15154301,30.369434,30.2548798,29.6326863
ATP6V0B,302.182358,366.42118,359.87728,354.229288,354.68042,368.428994,245.43388,227.338189,290.017549,241.084158,397.31932,388.955012
CCDC24,1.5474953,0.692782,1.7502953,1.175739,1.78517388,0.09858,1.316196,1.678366,1.864084,3.914159,0.718235,2.462762
DMAP1,43.4738835,44.44776,51.005944,55.859056,65.806891,45.431529,51.37472572,36.8424255,42.479425,49.58055,32.63782502,51.49574
ERI3,22.2668,20.568386,23.274055,24.276154,22.49129,27.109682,20.609605,19.995258,18.209069,20.310217,17.847985,37.197165
RNF220,11.868958,8.957291,18.737572,11.782158,15.990772,9.5573624,14.225762,18.0191806,18.953353,10.832963,16.115777,10.6711782
TMEM53,5.314136,5.354526,2.162733869,5.417936474,9.30157,8.72943,6.902048,5.106554,3.63494,7.066356,7.23700337,4.049299
RPS8,222.60083,147.691936,281.74914,207.17894,168.7484,182.79609,279.934005,299.892032,306.13168,243.03782,241.39895,213.434392
BEST4,0.198291,0.239571,1.14136,0.386529,0.571949,0.259801,0.348902,0.521655,0.536025,0.0605113,0.410452,0.450359
PLK3,31.56689,46.9693,49.69188,66.28081,30.48251,37.286716,25.95447,43.68769,32.713105,35.570992,65.70525,88.95197
BTBD19,5.838861,5.50196,3.24565,4.5078933,6.613604,5.762621,5.34808243,1.5000907,3.371053,1.257029,5.384814,5.634128
EIF2B3,30.594273,30.900906,31.789619,37.967631,38.077936,30.370158,31.459807,22.32642,22.991104,34.516789,24.944754,23.767093
HECTD3,40.23151,40.22227,33.20427,38.33045,46.428514,21.314662,41.86374,52.80068,35.902193,56.61032,25.674037,43.39411
UROD,98.20205488,102.590509,76.816564,108.082174,92.857433,82.04035694,72.501347,63.786128,77.36924661,81.45196867,73.154647,71.149452
MUTYH,42.74570716,37.25793904,47.81855792,44.534548,54.47647813,56.16333875,43.40956085,43.50029676,48.07765523,43.05783461,39.820645,60.0714344
TOE1,25.67859,36.427927,23.21717026,44.84690723,35.15197,40.59716,18.50558,17.43094,12.89594,23.8166,36.59744,53.47384
TESK2,12.64916,9.78929,12.75549,16.18522,9.182062,5.79127,12.11401392,8.767196,8.880548262,7.23601,5.89736,11.626263
PRDX1,180.850027,139.4853112,93.95105,95.69199,134.65756,143.65093,166.19146,155.08662,198.6799,139.37712,127.912527,124.976013
AKR1A1,157.229428,187.486042,173.68256,163.58475,179.482982,153.01453,131.96035,129.368936,175.38691,125.903812,136.576553,134.2857023
NASP,66.808637,59.8719996,55.61822438,76.473752,86.432417,87.48015063,76.354874,76.191246,59.502008,92.611744,74.28329,74.194128
GPBP1L1,123.444848,100.942595,108.092978,115.443283,139.452082,84.95688,88.270982,84.153786,86.323763,98.44404,73.188941,104.40709
TMEM69,45.2074,51.1335,40.6263,49.9233,41.5821,38.4928,41.3163,43.7447,50.1908,48.5733,35.3954,37.3409
IPP,8.279775,7.82563,6.23387,16.287597,6.82283,9.17501,11.237783,7.266825,5.63705,9.43087,4.655576,3.651714
MAST2,2.97752,2.4925221,4.048641,1.10022,3.469685,2.293643242,2.278102,3.718239,5.473003,4.331756,3.234224,5.06373
PIK3R3,1.53371,5.43999,1.229852,5.368444,1.573562,0.338451,2.127299,4.1895611,1.296508,2.969252902,1.799112,1.6886262
POMGNT1,6.666652,6.730225,8.781236,9.566665,5.438721,5.1753993,7.453065,7.8536513,9.831517,6.421932476,8.181615,12.263998
LRRC41,37.086511,40.549345,30.749676,45.916728,42.968885,39.763344,37.107874,46.634538,37.090189,42.998106,41.818656,48.923989
UQCRH,74.20173,56.106458,93.340669,45.62686,62.46491,59.29676,75.44827,79.04716,85.92648,76.77975,68.89739,47.36846
