,CYFZ_PBMC,FY2H_PBMC,FLWA_PBMC,X453W_PBMC,X684C_PBMC,CZJE_PBMC,X925L_PBMC,X9JD4_PBMC,G4YW_PBMC,X4DUY_PBMC,X36TS_PBMC,CR3L_PBMC
TIRAP,18.50006,11.478541,14.57666,16.178345,19.933957,12.698787,16.961985,13.3691783,14.012868,15.661547,9.501818,6.306872
DCPS,22.9991,26.4788,27.57619,24.884243,33.09046,37.84728,24.168229,33.431898,32.71482,32.45474,30.944603,21.77316
ST3GAL4,15.436518,17.57070907,20.7947,12.155652,14.92879849,18.669751,16.07085436,12.352948,16.1367247,13.6361035,18.57446403,12.334006
ETS1,55.43497313,34.560815,87.794799,55.985802,63.721721,57.64687,50.830188,80.18098,65.212681,53.881874,36.108309,54.0969
FLI1,62.15855001,74.592589,103.103849,104.6075839,87.750331,42.64100346,80.003963,87.226652,98.59434,93.345282,47.73597,111.444376
SENCR,3.11925,1.05833,2.4801,1.39473,2.5945,1.20201,3.86656,3.99015,3.33957,4.05978,2.4807,1.53408
ARHGAP32,1.751869,2.733433,2.058085,2.5712124,0.7789693,2.080895419,1.2513984,3.501151,1.499807,1.875688,2.126002,3.013276001
TMEM45B,4.502315,2.620678,1.079548,5.07343,8.982626,7.876928,2.393075,1.285323,5.95545,2.347064,0.5703982,2.582182
NFRKB,16.928366,28.489389,17.951553,23.915115,26.778315,19.460995,25.55058,24.921783,21.175083,25.509715,19.321294,38.107083
PRDM10,7.49880206,4.321110742,2.689110073,9.187729001,3.702799909,5.726724,4.476334,4.9930399,5.992238008,5.9230137,6.047474308,9.4275132
APLP2,273.154394,410.456401,367.0261361,388.625597,350.345078,371.286564,303.74286,244.883438,325.0625008,293.212239,333.758871,378.756407
ST14,2.36884,0.552976,4.29567,4.935,3.61201,1.74095,2.95643,2.24512,3.24033,2.65579,2.3052,2.68304
ZBTB44,14.627982,12.224027,12.226086,15.9501264,14.129418,16.893972,11.03311734,10.240031,14.339897,15.702461,15.12760682,8.685478
SNX19,20.65659,23.93411,23.871176,40.825069,19.1325505,18.033504,26.081694,20.849205,21.712526,26.784617,21.118914,25.68891
JAM3,5.39444,13.43813,7.189343,6.214786,6.893196,10.92875,9.869348,7.769259,5.003154,4.980877,9.232705,3.398292
NCAPD3,9.462772215,6.379798,12.37434419,11.471739,13.427118,5.9040971,13.562896,9.611187,13.263551,17.13004802,10.138517,14.952439
VPS26B,13.555205,20.465947,27.965221,16.355588,13.948756,12.154304,19.731376,28.612226,20.893388,18.183641,12.151088,13.462633
THYN1,68.33465,61.57507,72.587744,52.90338,84.47691,67.90165,67.1576637,77.23718011,74.28322,81.14937,33.970431,56.75676
ACAD8,33.817033,34.918888,61.245343,52.03001,38.638435,37.648281,39.919939,34.03761,33.581352,45.679479,25.045681,42.121297
B3GAT1,1.313841,1.332268,4.2321334,4.599595,1.8169269,1.295706,2.290015,2.720097,4.506893472,1.7117113,2.4126865,0.212484
SLC6A12,2.617739,9.525686,4.364335001,4.16113,7.273695,4.593410001,8.0633483,3.637276021,5.426644488,4.88835,6.164154,3.996879
KDM5A,73.676382,85.751777,80.157587,99.85239,98.629474,79.186437,97.391028,87.881315,90.407801,88.59187,92.887003,87.075291
CCDC77,14.4375496,8.8476998,12.563275,10.382572,15.184349,10.35431797,17.64447,17.7858286,13.02790827,12.89044,15.169077,11.6798316
NINJ2,13.76931,22.26676,15.97971,21.49449,24.33071,21.52498,19.03584,23.9577,20.9072,18.68601,19.65376,28.46884
WNK1,46.351094,49.05694,34.54439401,39.698905,60.44566,35.234251,45.550573,56.478182,50.25356194,44.511204,38.114107,41.807266
RAD52,15.687786,7.8645438,21.059066,14.2335041,17.3434639,13.049137,14.452879,12.34347,12.6378381,22.04848,13.286944,24.569539
ERC1,18.00834313,14.75136988,10.177411,11.83855555,16.43870263,15.40470216,32.73213101,16.90072722,19.640941,18.360239,15.65505004,26.94007602
WNT5B,1.374313,0.401045,2.55545,4.61268,3.08934,0.90655787,3.5553,4.366913,2.107291,5.96068,1.809154,2.006247
FBXL14,3.321575,0.277721,0.363899,2.636,4.852995,0.160971,3.42748,1.044301,4.06824,2.65437,1.05734,2.787138
ADIPOR2,18.004021,22.88845,26.397719,22.306682,27.890874,21.712783,24.95323,19.924202,13.68263,14.00729,12.027017,19.78067
CACNA2D4,14.9516567,24.584214,21.844715,22.5085557,18.0147363,27.53073045,25.2778058,16.875094,25.6309009,16.8846237,18.65251182,14.2183713
DCP1B,12.45657701,18.92381,16.42601,12.848833,14.623157,8.8749545,20.350603,20.886656,15.93951,17.832813,11.467065,12.953335
FKBP4,40.051715,12.37385,37.30135,28.47156,22.189005,28.447255,34.08942,18.829938,20.143545,22.512007,21.060127,21.59143
ITFG2,71.083352,56.1127829,67.344952,69.78285,68.59326522,71.00017321,103.263648,79.393001,88.7654,49.56550684,54.79611,73.40946
FOXM1,4.028546,1.665193,0.6567405,2.324874,2.970649,2.055925,0.897991,0.28547,2.449243,1.043103,1.28737,2.182051
RHNO1,26.948107,33.095249,28.189297,41.394298,25.731686,45.13339,28.09703,21.00688,31.586164,31.438128,31.128716,33.73751
TULP3,7.06266247,4.390905,6.249907,8.87575,5.340554,6.339299,8.446091,6.027545,9.292844,6.442873,2.063901,5.1845978
PARP11,17.62597019,19.9806219,19.78294,19.117351,18.923832,12.6726218,20.642855,16.39389055,11.049001,17.41771,18.552864,23.47055
CCND2,51.844031,37.233543,38.832463,61.836,55.548374,37.629714,45.24844,40.751627,40.45454,43.86167,32.481692,32.960763
C12orf4,18.89792,13.450372,13.11283,17.28878,18.33881,12.22589,22.60584,13.95633,18.496159,15.476195,12.05124,18.662508
RAD51AP1,2.14396,4.05569,1.397408,1.897406,5.797412011,0.3796967,1.910652,1.9235516,3.7407803,4.494814,3.819729,2.086592
DYRK4,32.012898,14.3993553,30.485187,20.641991,16.73901,20.803272,31.749381,26.90074,15.68338,27.217489,10.218783,25.039314
NDUFA9,99.28915,151.09051,124.51363,122.77019,164.63814,141.7195,71.145455,87.50188,86.37018,92.18462,105.52475,144.16951
CD9,45.064399,59.97197,37.454068,35.720223,27.5828,55.498402,49.619093,56.824462,30.131431,56.034885,81.485206,39.50956
TNFRSF1A,152.036118,160.315085,171.8620856,152.59971,145.20085,121.817448,138.750428,157.700658,206.6199753,203.962564,132.526106,114.12755
LTBR,60.107747,81.11896608,69.2766533,61.777157,51.9954983,55.288403,62.707517,72.47199542,86.82951,59.107095,77.291766,50.3657
CD27,97.52136,74.4726,81.500742,83.9317,166.4546,95.5147,87.3615,114.247365,91.076425,124.63724,54.4712,110.926071
TAPBPL,96.993752,146.923404,84.6001457,91.851217,93.48993037,77.696,66.6409,77.94380704,80.818376,72.302478,61.035041,81.068913
VAMP1,27.9620855,20.688197,20.765544,31.58737,28.923989,16.126024,42.671609,40.270411,36.99362022,42.905732,17.364,19.17368
MRPL51,27.90868,25.094035,33.239745,21.30621,31.097814,22.95130254,24.75208,24.75976,30.58888,32.87009,16.017591,21.1664313
NCAPD2,10.03175,8.453901,10.041368,8.288249,21.246765,8.18018,11.159854,15.991472,21.22131,26.911055,12.094707,11.918108
GAPDH,1652.911161,1930.44096,1492.17265,1658.39103,1664.175435,2210.733328,1970.131694,2008.232989,2163.915221,2376.70159,2816.09433,1380.27497
IFFO1,22.191538,51.9902,61.329544,73.976519,49.8409846,21.504046,68.929631,65.71248,67.964744,58.94714,32.64022,60.34373588
NOP2,48.03269677,69.88993787,89.7158797,73.90097601,81.71718211,39.59762827,62.50247158,82.80434523,66.84529621,61.93079676,60.40280291,91.45528514
CHD4,32.62777845,41.383496,46.806891,61.257621,55.253909,40.05712,42.794024,40.2014,45.695698,43.19413912,34.607585,36.151377
LPAR5,15.318272,6.970606,10.48897,11.80892,12.810242,6.716005,12.250978,11.268806,11.764835,18.34509,5.921644,3.981983
ACRBP,124.44043,97.29605,121.23906,43.21347,48.33038,85.12936,96.40003,83.65769,56.931897,59.86547,58.170068,85.98926
ING4,83.138334,61.07507635,73.54348,83.966979,81.791793,89.942158,75.964191,102.5078,96.6351998,102.770401,73.9012348,49.970682
ZNF384,45.24083,57.5218172,46.76056,47.478966,42.657774,53.06516109,63.655294,49.635355,59.702756,59.267934,36.317604,52.318105
COPS7A,71.073798,107.104102,79.34197291,83.583465,80.046257,58.620671,70.60463816,65.069508,69.959114,67.0145,65.88224,73.311667
MLF2,170.80322,167.67571,222.433746,256.82412,183.77695,219.429806,133.67256,135.363795,158.000452,139.842699,184.500644,214.857565
LAG3,6.811943,2.269275,5.313613,4.358346,2.753884,1.654578,6.313075,4.1388641,7.856764,3.965995,1.876102,1.07255
CD4,183.757558,194.174006,187.484115,224.407703,196.619464,149.916784,197.852923,218.581543,214.437149,260.48556,248.997931,156.20894
GPR162,2.054856,5.35922,3.724753,5.738436821,2.9126027,2.647815,2.629296,6.687389,3.165706,4.118163,4.230055,1.614601
USP5,37.602434,44.555878,37.31914,50.407224,45.055241,38.56413,33.387918,41.444005,29.344904,34.369146,34.99209,44.13776
TPI1,692.146993,858.738846,615.9506,723.827946,885.321349,728.023283,467.836202,461.14984,598.927309,558.475128,641.628027,601.203683
SPSB2,10.30189,21.80325,29.92321,10.14115,6.928355,24.908121,41.29074837,17.20312,26.770985,34.94477,7.18576,7.18025
LRRC23,9.895232,2.92998,5.760963,7.417811,8.876513,4.924345,7.09467,4.800885,4.515174,5.24648,4.503703,3.247033
ENO2,28.959299,10.974638,13.798552,22.78798,13.016941,14.536697,23.128538,28.251314,20.353807,20.455884,12.410561,12.182507
ATN1,2.936411039,1.037678019,6.428740021,1.49796,2.9391,2.887958,1.836992011,1.89047517,4.25004,1.765388045,1.983813106,2.250713032
C12orf57,11.62945,12.841209,14.335433,11.067063,13.875011,8.284428,23.1835,22.313304,39.79294,17.35311,14.820726,7.10422
PTPN6,428.2238107,590.79354,485.0408184,441.0328446,527.57294,367.438706,407.995911,412.287906,560.7649539,568.9802117,434.123551,400.79335
EMG1,25.50832,23.796188,18.037217,32.88508,29.54047,50.392172,37.01284,39.98476,32.42072,28.576009,30.717054,47.7519
PHB2,112.91596,94.5053,107.013522,118.1493361,113.41036,122.119529,121.3946013,134.456859,132.705828,153.870982,141.772445,86.437781
LPCAT3,59.664109,90.72970702,54.056788,72.37017,60.570556,50.08181,38.2296286,48.55950122,35.11978212,47.550264,53.35360773,42.293456
C1R,0.119436,1.3619422,1.683248148,0.112019,1.209618,0.7448617,3.897115149,1.4672893,0.3642935,1.751922,1.64739493,2.8385468
C1RL,12.328273,12.535216,12.09073,15.663953,23.9497815,15.630873,39.52028,22.74038,23.161459,30.821935,17.797985,14.758554
CLSTN3,23.310626,10.79263,18.337906,29.766373,17.652013,16.4926919,49.3299471,16.3066105,34.631473,25.984402,12.24007302,21.103413
PEX5,10.811883,7.518604937,9.9538,17.18978112,10.29726787,10.57096,9.842201999,11.145024,11.184411,12.462507,6.04168,7.887981
CD163,77.225907,100.860356,106.2570961,97.326531,115.175509,107.2633806,113.6210823,85.96542072,124.3194351,64.4443533,73.58374358,108.0401596
CLEC4C,2.94509,1.48993,1.3389952,9.20975,1.75783,1.8322839,0.476316,4.002863,1.79663,0.307067,5.89585,1.41538
SLC2A3,114.2866121,181.9287,179.097898,395.94979,150.74293,254.644466,67.236878,91.1624,61.45881,60.08397,243.290246,291.1733
FOXJ2,10.69286,12.730702,11.643937,14.04881,11.430252,9.534323,14.02562,10.56643,10.902582,19.850999,12.08803,15.278546
C3AR1,42.7105,79.6599,39.3262,70.9762,118.79929,38.9467,41.73469,52.3763,78.1521,77.5171,106.417,24.69132
NECAP1,47.90564903,56.752996,52.17767627,74.0635358,52.6165634,55.35120892,41.7259609,45.294417,39.64690009,44.74557634,53.832235,71.01167539
CLEC4A,75.433314,116.63349,84.033014,88.56368,115.65946,106.88303,77.107551,66.36149842,95.03045,65.80826,82.25509,82.153772
FAM66C,3.6640794,1.944225,2.8421919,6.672499,2.550943,3.362025,3.3484601,2.680806,8.068432,2.3517844,3.551476,2.982958
LINC00937,10.07625,23.828068,32.183779,33.383801,12.448055,8.014784,22.076286,24.568781,27.124568,21.30196,14.327411,19.555864
CLEC4D,14.46618,27.34968,18.7539,32.6163,20.9143,13.7505,14.3744,15.74851,21.84199,15.64569,27.94312,18.59899
CLEC4E,95.55438,42.780774,77.58857,78.85886,43.28332,74.90388,68.75477,63.41904,68.77435,45.39928,87.60976,89.93211
RIMKLB,34.80838,35.790688,37.6363435,41.582315,65.467776,32.87645,25.4524972,24.8139,23.57905,15.978135,17.24563252,37.81628
PHC1,8.873526,9.907900309,13.0703945,8.03069,11.28491006,9.402369313,12.8541419,10.92669358,11.4615067,14.37669,11.63171878,11.03459
M6PR,288.5005358,285.6356319,356.67876,340.21063,316.4278401,284.58191,239.51954,255.2476316,293.388439,301.454663,260.079649,267.36789
KLRG1,155.40863,107.255365,133.87476,208.4334,95.813983,155.652382,135.84302,144.74193,101.48446,139.261949,122.091815,67.155897
A2M,36.639632,40.423367,42.562249,67.06031,22.891169,33.671085,55.98437981,18.025644,26.9692806,24.77942,41.728036,39.621263
PZP,6.940133,11.888913,5.00464,13.046983,5.010806,13.572313,5.908804,3.27294,6.723784,7.316853,13.074838,2.176667057
LINC00987,2.7828,1.36393,3.35654,2.92508,1.39181,3.65325,2.59665,0.957825,1.44732,0.640525,3.29819,2.17438
KLRB1,50.7905,21.4951,58.248,30.2742,37.112,63.9645,60.4318,48.1532,68.4414,48.884,35.9681,41.0137
CLEC2D,348.21064,283.50682,308.18831,380.20364,439.939144,268.884868,346.0841506,292.21338,223.5335336,283.0278,199.7351,287.765768
CLECL1,4.941814,8.4673,6.76036,2.67105,6.90216,13.0751,10.46878,7.65868,7.15604,4.148636,4.063677154,7.46892
CD69,193.28901,248.21498,310.59848,385.1631,339.7696,435.1355,30.50795,49.78233,41.3403,36.599597,355.5363,378.519
KLRF1,84.77694,30.188483,151.26582,123.380461,45.845616,110.182025,68.59928,56.735318,124.40941,54.215067,34.792015,66.698377
CLEC2B,69.775481,61.30424,77.2097,75.641,57.80691,42.88365,63.5453,40.8127,45.5709,48.60882,30.152696,60.6282
CLEC12A,173.28578,346.1235,376.8196,391.5774,365.3619,161.10736,136.07483,136.93593,365.3546,538.9249,126.4844454,231.89566
CLEC1B,27.11382,34.78998,23.913531,14.017075,12.797318,16.62506,26.20047,14.7554,27.86063,25.42781,24.56899,22.577248
CLEC7A,123.3966091,236.419,171.357462,198.175369,159.81574,183.64753,134.373878,116.422969,195.337187,164.98207,195.04832,185.66332
GABARAPL1,64.314793,46.91583,83.91822,125.423896,50.99045313,182.829252,47.53644927,50.358758,41.90206,58.787324,216.697855,137.92857
KLRD1,253.237426,65.884103,217.62433,262.0639,122.72627,161.08888,164.32872,134.201307,188.7961,156.156212,133.933958,96.85468
KLRK1,512.52566,153.635274,443.96367,463.67085,414.67887,200.16821,340.86616,388.31958,394.08693,315.82255,178.743436,200.131121
KLRC2,25.86437,6.99476,64.40409853,20.86438,27.07656498,2.434694,34.34846,45.28806,52.92912086,7.575455,12.34821,11.08054809
KLRC1,66.50362,100.3052533,40.570064,37.393909,35.13582514,46.79291302,55.49482,23.940038,33.89068,92.80561,52.6749623,51.94348
MAGOHB,20.074128,19.790122,9.551021,20.73313,17.615401,22.83134707,19.402464,16.212426,14.401516,24.723382,16.135869,20.20278
YBX3,43.902979,43.42817109,66.206492,51.0159,41.826642,55.16754,36.1197461,41.522299,19.150922,27.429175,51.111174,43.617129
PRR4,18.902101,20.820204,25.4557,19.280168,16.881183,24.607481,44.14049,26.713978,29.290579,28.134346,22.48956,30.7865
TAS2R14,1.99604,0.855441,0.0525415,1.14868,0.897717,5.06657,1.096745,1.294649,0.98313,1.70232,1.0944727,2.29122
ETV6,8.74056,19.280768,14.173188,15.42272,13.727367,21.19696,11.103566,9.869313,12.929984,6.65392,14.446966,16.76472
BCL2L14,0.756412,1.3644,4.34554,1.81706,2.10296,4.219946727,2.531542,1.261335,1.466099,1.491182,1.798612,3.241027
MANSC1,1.20285,2.38749,1.09375,4.33633,1.40879,2.212251,2.30003,1.175016,1.515159001,5.270739,1.369492635,5.12135
LOH12CR2,0.156144,0.290908,1.38866,0.465726,0.742179,0.381053,0.306532,0.257978,0.684192,0.493992,0.29346,0.769977
DUSP16,5.63072,3.839788,12.405244,1.74696,6.363216,11.20364,8.150292,6.522366,5.5208105,7.259038,5.91178,16.580633
CREBL2,8.862626,8.03634,14.6774,12.005144,9.417866,9.436401,6.202198,12.556166,12.2405,8.04185,7.67039,6.70711
CDKN1B,35.925617,27.421617,35.173334,43.60406,25.070729,67.983208,37.92208923,35.76051,37.06337,45.06293,39.39242328,41.21334
APOLD1,1.512275,3.560181,1.686624,1.97759243,5.19526972,2.29676824,3.147592,3.171586,1.085017003,3.316486,1.973661116,1.206705
DDX47,57.180666,83.452226,70.189875,69.992549,76.015948,76.74102,49.023521,61.486394,59.471251,53.691419,49.76234,73.91952
HEBP1,25.801898,24.17078,15.965636,16.647291,21.653593,28.9672,27.3144686,40.206975,31.2768,28.897314,31.6862,20.67138
EMP1,1.0965598,1.608641,4.369726,2.503584,2.055705,10.968924,2.588314,1.077989,1.831011,0.6078703,9.603369,5.833433349
ATF7IP,81.143641,72.942629,72.134203,81.228556,65.84046,130.50846,141.277866,107.785997,98.874298,107.853795,93.722632,140.38913
PLBD1,273.2868,546.154,507.6381,545.8088,260.3785,321.32278,303.5132,243.1405,392.6317,337.25123,470.1715,391.7817
WBP11,42.503732,62.27123,56.68491,55.97365,58.894393,57.80261,35.465448,34.487561,27.968725,32.015239,51.89003,79.32272
C12orf60,2.687428,1.477927,2.621128,2.642519,1.78442,2.058872,2.133298,3.364224,1.696603,1.652828,0.5379329,2.03437
ERP27,12.18177,18.68223,19.644839,18.78516,17.16097,16.75206,13.453133,12.63129,19.9318,10.555854,8.43782,26.72526
ARHGDIB,2251.63143,2262.361248,1865.629624,2171.93533,2479.96157,2510.03358,1818.40484,1741.85694,1903.29945,1900.990791,1902.53093,2209.96438
PTPRO,9.244988,14.871724,4.65868,4.705314,7.621385,6.3513,7.308503,6.095748,9.327802,7.942526,5.725321,6.018878
EPS8,6.082677,7.865360937,5.304958082,4.640319,4.818323013,6.908353,4.1653404,4.290200332,9.685842,5.5190184,4.57664016,4.857639
STRAP,173.94257,136.95275,168.719818,196.14436,163.311275,212.79938,111.36035,116.67938,116.6223435,155.96741,162.105326,175.92951
DERA,44.492387,54.5587104,50.08766,47.958021,49.54400238,48.872255,50.58628,31.65213092,44.0553849,35.96388,35.90849334,31.0460321
MGST1,37.157906,51.927187,27.749235,32.77214701,32.271995,42.90340301,59.795054,36.227689,63.882298,31.3720461,38.41230465,39.769203
PLEKHA5,4.2104958,5.050153,3.7307057,3.7575607,4.8317676,7.90421,5.8639749,2.6839583,4.206649,2.769421,2.010078,5.936067
AEBP2,27.939397,29.419866,25.41271038,34.94569,42.11078,32.44443,21.05367,20.37282,18.560992,16.738293,18.742979,31.552118
PYROXD1,28.61763484,35.15968,37.861956,34.26917,32.244822,30.341808,19.950877,17.51662,26.274374,32.529722,30.03426042,31.40233
RECQL,63.491798,55.959552,53.615482,57.101071,60.098929,47.057152,46.85662,45.564543,39.401484,52.81974,30.208897,40.59094
GOLT1B,52.645715,60.015438,55.29660654,69.46985,49.35146018,54.439214,49.91468,48.31146364,42.457936,54.17441755,38.416331,48.94974
LDHB,544.6761956,388.9472817,527.543,543.44461,605.4820505,630.643528,513.410144,579.54684,514.28569,670.740324,453.437712,509.17209
CMAS,44.884804,39.886957,56.49301,46.5671,50.546047,30.771941,25.229804,41.43826,37.95871,45.39878,32.90491,32.47232
ST8SIA1,2.332524,2.096032,1.466699,2.404623,4.195179,1.9713048,3.398867,4.852119,2.715015,3.275819,1.6084029,1.246307
C2CD5,30.69577,19.0949612,21.029884,28.141968,27.749885,28.252831,35.557217,25.4991569,19.47167566,36.650948,16.293313,23.71976894
ETNK1,71.22177,71.00489,59.27815,63.08949,88.761748,47.505293,73.765352,61.55419,46.033084,64.035098,53.354494,58.392003
BCAT1,6.855983518,1.906148,5.3631765,5.375244,4.1785981,10.2210621,4.1801836,6.952626,7.008834,10.36576346,10.56978409,3.802572
KRAS,23.107605,21.0308,18.96723,22.2323,22.165224,26.191083,27.620533,25.151452,28.54101,25.147654,23.1909419,23.06687
SSPN,5.616037,0.0211634,1.2047336,2.365024,4.907385,0.9113721,2.6566052,7.863598,0.744554,1.7736701,1.668245,2.423802
ITPR2,11.52053,13.629307,11.094031,10.791576,11.175386,19.48813,35.819446,22.007844,22.899742,21.842975,15.61503,15.02151
FGFR1OP2,66.491027,63.01117,67.56366,60.335291,59.922912,64.68553,49.41632,50.27702,57.19224,53.51417,47.47866,43.95373
TM7SF3,30.632171,22.478705,29.91932,45.42639,42.168751,26.03134,52.785248,39.493557,45.021977,36.095532,29.112418,33.25489
MED21,27.57077,31.890022,34.272727,55.768861,54.992859,36.909424,36.036565,27.0082,33.73186003,36.42425,44.700643,56.60104
STK38L,26.272808,40.39664,26.438653,35.603712,36.443046,22.093699,40.458226,14.283403,23.957013,34.013563,23.96476455,28.738415
PPFIBP1,1.90771642,2.812173892,1.6852,1.712999,0.8427124,3.437724811,3.2193397,2.709016657,2.1463956,0.643457976,1.22325,3.296628
MRPS35,41.471772,46.63343,40.8615,53.373505,41.822802,49.2107,36.11598,39.21621,56.133257,50.99029,42.730938,31.92755
KLHL42,5.22664,2.676956,9.720701,10.485979,7.89088,3.97612,11.41931,13.09292,12.910519,9.62683,4.343276,3.660893
CCDC91,32.45000739,29.276103,29.747749,29.5955207,29.528562,38.08103014,33.543548,40.338752,35.282262,25.639802,32.492051,37.443369
FAR2,17.858782,22.661193,18.511424,15.71541001,12.564689,17.35163227,14.649662,17.285713,11.73208601,20.792295,14.249569,15.23160189
ERGIC2,102.910244,80.440616,125.717498,117.70022,114.31505,122.02644,90.21089,92.24481802,103.5343201,108.56565,86.22413901,68.10867158
TMTC1,1.015456,0.1675697,0.8522487,1.013043,1.562315,1.208317,1.3745639,0.2780017,0.9546795,1.601096,1.075607055,1.0974924
IPO8,21.08889,14.152153,23.465182,37.309181,35.59713,20.4839666,18.803268,23.33983,28.16875,19.75338,17.030721,20.824547
CAPRIN2,11.149589,7.305909609,16.07568,21.125303,14.86837071,7.164495258,14.050368,8.135214,9.447896,9.296018119,10.5926331,17.255693
DDX11,16.54097584,28.753148,41.063432,48.2733434,31.512722,11.70134249,21.810434,45.014137,13.14531471,34.41168801,35.31496802,22.2371146
DENND5B,0.78420547,0.436081,0.986633,0.154695,1.333307,0.810204,3.299325,1.6081545,1.525902599,2.518263,1.0542685,1.327402
AMN1,22.322738,17.830597,20.059511,28.333361,26.898026,23.081241,29.715314,18.74626124,28.42331791,26.887633,14.455392,17.560972
BICD1,9.970706,2.7192504,6.49054,7.5861392,9.0483645,10.28036,8.48436,5.5289,7.047492,9.664032372,2.855434,7.461099
FGD4,15.201576,19.908676,15.820668,14.261168,11.18483,15.4716371,11.57757654,11.103519,14.265401,10.22046471,22.053973,14.138164
DNM1L,47.02742633,59.76050703,47.3873235,38.40510962,44.057302,44.94635566,55.80886,48.47854686,46.824691,47.63129404,40.23091694,51.6361461
YARS2,23.58667,16.390201,16.598791,13.7197,12.90841,30.36966,13.296518,17.878084,19.66315,16.44862,16.42795,19.295439
ALG10,3.340776,1.1039277,0.496449,1.3938168,1.331794,1.154125,2.244684,1.702404,4.072018,5.078053,2.86142,0.7734411
CPNE8,16.488876,27.003302,12.69184,35.47571,23.397463,18.8833641,25.336547,14.976915,16.72759,22.541214,20.701052,15.664964
KIF21A,12.71250132,5.659678,8.053186,10.60573443,3.925983101,6.609325,12.818046,16.87536366,7.640374,10.2066242,6.1444011,7.9860646
ABCD2,4.69452,5.10736,2.8233,3.45639,3.40227,5.26535,7.21734,6.02673,4.46365,6.17696,4.07233,4.1788
SLC2A13,2.6127697,1.533077,3.4371339,0.96358,2.455116,1.054614,3.450269,1.23792,1.924259,0.928053,6.387698,6.599047
LRRK2,18.650394,22.69232,27.93828,31.30736,19.0693,24.227915,22.065564,18.287464,27.458024,29.080113,19.70702,28.716919
GXYLT1,2.427207,3.212725,4.503007,2.51886,3.789968,2.571169,2.601463,2.91493,4.088589,4.25165,3.841134,7.76147
YAF2,28.47121468,33.9769815,29.0476609,32.567852,35.0431721,25.084653,32.07424672,19.518009,28.3383465,15.88148078,20.08278853,22.975022
PPHLN1,79.07509,87.880509,97.88564141,100.099289,91.727395,99.501339,85.291992,94.004043,102.1932857,83.469229,82.963848,105.070251
ZCRB1,36.42333,36.15684,34.9174,40.993007,45.2591,41.791,33.62633,25.97599,30.24991,28.41428,35.43254,32.00508
PRICKLE1,6.335262138,7.997605403,3.003635013,3.955840518,2.657216,2.916145,11.29102631,8.686636,9.388732,7.520568522,5.217738707,5.234845624
PUS7L,16.984478,8.316465,11.753672,9.73571643,6.9285,20.66215717,12.961459,13.12823,9.952929,9.99062,8.300027,11.300286
IRAK4,34.947167,30.209847,37.09206,52.912039,49.98173719,41.025862,53.349717,53.873976,43.07644,63.0637737,37.30984,43.230559
TWF1,33.393485,25.61701,14.80713,37.337051,21.198451,94.29909006,40.482776,33.693866,30.940604,33.87652167,39.85513,22.74890241
TMEM117,2.462719,3.8126928,9.545334,3.946341,2.33523,3.029378756,4.09424,1.650447,3.556744,2.513595,1.324515,7.37456
NELL2,30.57547918,32.530633,54.709149,53.854784,60.012359,48.261011,52.162789,61.872462,29.098678,54.317774,31.1337823,74.425831
ANO6,26.50269413,27.075876,21.69431517,21.980245,22.44505901,23.73683417,31.85689002,22.86153,20.108504,25.622125,27.449974,24.00181396
ARID2,25.056101,20.8462286,12.322235,20.204119,21.887298,22.2482341,28.15883067,15.667544,17.036227,19.248822,19.60711,28.608364
SCAF11,89.73689,97.276537,88.985729,90.53476022,94.15289,117.73814,104.962486,94.613791,95.185689,90.012144,83.618714,119.279
SLC38A1,116.1156,111.234637,135.086814,108.160353,128.751993,149.920123,124.31328,118.664596,116.989089,111.63844,84.354134,180.985581
SLC38A2,102.9673078,84.687577,89.544367,115.01621,107.608032,182.33716,140.104064,159.060764,162.905683,153.859891,161.579661,133.223142
AMIGO2,6.544476,4.25945,8.385189,10.541331,5.034498,5.233666,7.874037,13.018236,7.466663,6.4439,3.377418,3.622485
PCED1B,38.0702,36.22106,61.42228,39.6991,57.316002,39.44331148,42.79577,67.23811,44.092296,61.56357,25.758598,58.30157005
RPAP3,36.35977,32.69104057,46.082247,30.47944,37.551863,44.610759,34.297444,24.17913,37.524519,34.55647,38.12261,37.17924
SLC48A1,11.505688,17.3096,18.31088,14.260602,21.2034,16.296609,16.370337,15.72591,16.518408,12.7723,13.723097,20.681903
HDAC7,15.72077906,15.57051382,32.931649,23.92945078,35.093199,24.543306,20.63770525,28.0385054,33.7459281,27.139829,22.342988,18.16773
VDR,9.909135,11.916923,6.098418146,7.41572,11.48589556,7.128151,8.0151277,6.457093,8.01913,10.4216251,12.5768733,8.629608
TMEM106C,62.458305,42.196737,65.301035,51.123429,65.400209,54.177807,41.889205,58.45590106,41.577495,62.12098,36.324379,32.97124001
SENP1,9.162303,7.004805,9.200049,8.649227,12.112773,12.274465,13.836061,10.265316,10.499666,11.361074,5.927469477,13.156416
PFKM,11.12576064,12.13288845,15.87751,17.79529,18.70364746,15.43736218,26.18731484,11.2295302,7.224855,12.796723,18.46444307,17.433286
ASB8,77.1785507,58.401042,73.42960146,96.44046,75.73985809,86.63933101,83.048033,84.54167185,94.44165316,100.9115246,81.47306893,91.14988298
ZNF641,9.03683,5.81969,8.570347,5.49762,9.922394,9.652147,5.866658,11.953344,11.388035,11.205629,8.930222,7.751908
